"keyword","page","category","age","title","nickname","likes","sourceUrl"
"노인","1","일반/기술","4일 전","노인 돌보미 ai로봇 서비스","송명훈","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8"
"노인","1","일반/기술","4일 전","레이저 센서와 데이터 플랫폼을 결합하여 노인의 인지·신체 기능을 통합 관리하는 시니어 특화 스마트 운동 솔루션, MoVe(모브)입니다.","경규호","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8"
"노인","2","일반/기술","4일 전","요양 기관 노인들의 흡인성 폐렴을 예방하는 구강 케어 키트와 솔루션","라힐","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","AI기반 주간 노인복지시설 지원 서비스를 목표로 '노인복지시설 통합 플랫폼 서비스 제공 시스템' 특허 기술을 확보하여, 단순 중개가 아닌 운영 전반의 자동화와 지능화를 목표로 함.","설영철","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","로컬","4일 전","시골 독거 노인 및 고립 청년들이 혼자 남겨지지 않도록 터치 한번으로 최소한의 연락을 도와주는 스탠드","마그마","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","독거노인의 이상 징후 예방을 위한 AI 음성분석 기반 라이프케어 서비스","감각으로창업","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","노인환자가 말하고, 찍고, 보여주면 AI가 진료를 준비하고, 녹음하고, 건강을 관리해주는 앱 — 내편이","matahal","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","AI 기반 노인 말벗 및 응급 알림 서비스","qwer12","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","'학습지 선생님'이 아이를 찾아가듯, '놀이 선생님'이 어르신 곁으로 — 고령 독거노인을 위한 방문형 인지·정서 케어 서비스 플랫폼 ‘Play-mate’ (학습지 교사 방문 모델을","hj5","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","AI 기반의 생활 진동 탐지 노인 돌봄 기기, 안심울림","hongahsee","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","독거 노인 전용 앱","미르14","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","로컬","4일 전","제주 사계절 식재료와 ‘수놀음’ 정신을 결합하여 노인 일자리를 창출하는 프리미엄 K-전(Jeon) F&B 브랜드, ‘제주 수놀음 전집’","kangjennie","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","AI 기반 홈캠, 펫캠 이상행동 감지 기술을 활용하여 독거노인과 취약계층의 위급상황을 빠르게 구조할 수 있도록 돕는 스마트 안전 케어 시스템","haeun01","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","2","일반/기술","4일 전","학교, 노인정, 지자체의 남는 공간에 AI 스마트팜을 설치하고, 여기서 생산된 작물을 지역 판매·나눔·급식·탄소포인트와 연결하는 우리 동네 자립형 스마트팜입니다.","에코트론","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=1"
"노인","3","로컬","4일 전","시골의 조각땅에서 노인들이 건강을 해치지 않는 수준으로 일해서 수확한 농작물을 높은 품질로 가공해서 판매합니다.","김주연파란","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","안심내비 AI는 복지·보건·주거·청년·노인 지원 공공데이터를 활용해 국민이 받을 수 있는 서비스를 찾고, 필요한 서류와 신청 경로까지 안내하는 AI 공공서비스 내비게이터입니다","실버도우미","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","노인이 노인에게 배달하는 어르신 체질별 건강 구독 식당, 휴식소(休食所)","신명수_5분내시작_15분유지","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","식물로 시작하는 연결 (독거노인 문제 해결)","흥짜아","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","노인을 위한 스마트 이어웨어","달려라펭귄아","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","1인 가구 및 독거노인을 위한 생활패턴 기반 안부 확인 시스템","고유림","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","독거노인과 고립·은둔 청년 가구를 대상으로 무료 에어컨 청소 서비스를 제공하며, 안부 확인과 사회 복귀를 돕는 사회적기업 설립","와일드씽","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","로컬","4일 전","노인 실버인플루언서 사업","일놀운먹공","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","초고령 사회의 건강 모니터링을 책임지는 실버타운 지능형 통합관제 플랫폼으로, 노인의 급작스런 위험 및 응급 상황과 상태 체크를 통한 '노인 안전망' 확보를 목적으로 합니다.","수호거북","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","로컬","4일 전","독거노인의 고독과 아동의 정서 문제를 해결하는 게코 비바리움 기반의 다감각 치유 솔루션","네뷸라크레","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","로컬","4일 전","취약계층 노인이 만든 인센스 스틱과 홀더","정문혁","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","3","일반/기술","4일 전","노인 일자리 맞춤형 안전관리 AI 플랫폼","어른아이","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=2"
"노인","4","로컬","4일 전","외로운 노인들을 위한 매일의 음성 안부와 심리 케어","신은우","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","여성과 노인의 안전을 지키고, 러너의 페이스메이커가 되어주는 'AI 동행 드론'","정해평","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","경로당을 AI 시대의 시니어 생활안전·교육·복지 플랫폼으로 전환함. AI 안심 키오스크 기반 미션형 콘텐츠 서비스로 경로당을 노인을 지키는 지역 돌봄 인프라로 전환","rclove","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","어르신과 '추억'을 주제로 대화하며 우울증을 예방하고, 대화 내용을 바탕으로 세상에 단 하나뿐인 '나만의 자서전'을 만들어주는 AI 노인 돌봄 챗봇 서비스, [청춘기록]입니다.","유대엽","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","메모리움(Memoryum)은 노인의 기억과 삶의 경험을 인터뷰와 예술로 기록·시각화하여 세대의 문화 자산으로 남기는 참여형 기억 아카이브 프로젝트입니다","무애리","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","로컬","4일 전","마을 노인회관을 활용한 로컬푸드점 개설","꽁꼬","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","독거노인의 생명을 지키는 AI 말동무","도근","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","로컬","4일 전","고령화 사회로 가고있는 우리나라에 대해 독거 노인들의 식사문제에대해 해결하고자 프리미엄도시락 구독서비스를 기획합니다","행복하저","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","초보 복지사도 프로처럼 일하게 돕는 노인돌봄 운영 시스템과, 보호자의 경제적 막막함을 해결하는 맞춤형 노후 금융 솔루션","진지한깐돌이","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","일반/기술","4일 전","독거노인 고독사 방지 담배꽁초 필터를 이용한 전기 없는 생존 감지 스트립 입니다","재생단","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","로컬","5일 전","노인건강을 위한 건강한 쿠키를 만들고싶습니다","노력새","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","4","로컬","5일 전","노인들을 위한 만남 서비스:노개팅","김래형","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=3"
"노인","5","일반/기술","5일 전","봉사다니면서 교육을 힘들어하시는 노인분들을 보며 심폐소생술 보조기구를 만들어야 겠다고 생각했다","진주우우","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","심폐소생술 보조기구! 봉사다니면서 교육을 힘들어하시는 노인분들을 생각하며 만들고 싶다는 생각이 들었다","이연우우","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","로컬","5일 전","지역기반 노인 요양 사업","최강최강","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","똑순이- “고령층의 디지털 접근 장벽을 해소하기 위해, 취약계층 도우미와 노인을 실시간 연결하는 포용형 디지털 컨시어지 플랫폼”","하얀인간","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","농어촌 독거노인의 끼니 챙김과 안부 확인을 지역 시민 자원봉사자와 연결하는 매칭 앱입니다.","지영이6909","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","노인요양시설 간호직원의 업무 부담을 줄이고 환자 데이터를 보호하는 온디바이스 AI 기반 실시간 음성인식 간호기록 자동화 시스템","임강민","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","보청기를 낀 난청 노인들이 대화에 확신을 가질 수 있도록, 대화의 핵심 단어를 추출해 스마트 글래스에 AR 말풍선으로 띄워주는 대화 보조 솔루션 '쫑긋'입니다.","곤잘레스","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","노인의 경험과 청년의 미래를 연결하는 세대 공감 플랫폼","yyyyy","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","AI 기반 신체 기능 평가와 맞춤형 운동 추천 기술을 활용해, 재활이 필요한 노인·장애인이 집 근처 생활권 공간에서 안전하고 지속적으로 재활운동을 할 수 있도록 돕는 디지털 재활","백정은","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","로컬","5일 전","요양시설이 아닌 '우리 집'에서 나답게 늙어가는, 한국형 개방형 노인 돌봄 공동체 '요리아이 코리아(가칭)","한지1107","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","일반/기술","5일 전","노인 재활 지원 어플","react","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","5","로컬","5일 전","공주 원도심의 옛 노인회관 자리에서, 공주 밤으로 다음 세대에게 건네는 밤막걸리를 만듭니다.","술여니","4","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=4"
"노인","6","일반/기술","5일 전","AI 기반 공동 식사와 취미활동을 통해 독거노인의 고립을 예방하고 정서적 돌봄을 제공하는 스마트 커뮤니티 서비스","aquablue","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","로컬","5일 전","방문요양기관의 복합적인 서비스 제공과 쉬운 이용방","혁신노인재가복지센터","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","로컬","5일 전","폐지 줍는 노인들의 생활 개선과 착한 기업들을 알리는 리어카 광고판 사업","yty","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","복지오톡은 독거노인과 고립된 1인 가구의 안부를 실시간으로 확인하고, 이상 징후를 빠르게 발견해 고독사를 예방하는 디지털 복지 소통 서비스입니다.","동글진","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","브랜드와 나노인플루언서를 연결하는 AI 원스톱 마케팅 플랫폼 (ICT·MarTech·이커머스 복합) — 체험단부터 브랜딩, 쇼핑 커머스, 콘텐츠 자동 생성까지 한 곳에서.","탑클래스","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","노인들이 쉽게 신청할 수 있는 일자리 플랫폼","동글00","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","걸음걸이 변화를 AI가 분석해 노인의 건강 이상 신호를 조기에 알려주는 스마트 깔창","은갱양","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","건축전문가가 개발한 장애인 및 노인 맞춤형 주거환경 진단 및 개조 컨설팅 플랫폼 HIROS","built4all","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","노인인구의 증가 에 따른 필요 용품 제조","제우스21","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","노인 디지털 도우미 서비스","네네코마시러로러","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","일반/기술","5일 전","독거노인을위한솔루션과 부모없는 고아들에게 희망을","박stp012345","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","6","로컬","5일 전","이시대 가장 해결해야할 심각한문제 노인가정보육","밤나무","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=5"
"노인","7","일반/기술","5일 전","카메라·웨어러블 없이 기존 Wi-Fi망에 연결한 소형 센싱 노드로 독거노인의 움직임·재실·장시간 무활동을 감지하고 AI 건강일지와 보호자 알림을 제공하는 생활안전 서비스","우선생","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","골든타임을 잡아라! 경증 치매환자 및 노인을 위한 데일리 두뇌케어센터","zoey_","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","로컬","5일 전","유학생이 독거노인에게 ‘다국어 안심 배달’","cyr050829","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","지역사회 노인을 위한 AI 기반 맞춤형 건강관리센터","상지대학교김현성","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","기성 노인전동차를 안전/편의/품질 중심으로 재설계한 프리미엄 시니어 전동차","구르다","0","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","어르신이 AI 친구와 매일 도란도란 이야기하며 기억을 쌓고, 가족이 그 소중한 순간을 영원히 간직하는 노인 맞춤 AI 말벗·라이프 아카이빙 서비스 '새록도담'","min_g","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","로컬","5일 전","노인의 건강한 복약 습관을 돕는 LED·타이머 내장 스마트 물통","주니에염","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","로컬","5일 전","노인을 위한 수원역 길 안내 서비스","jiddaeng","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","로컬","5일 전","노인 학생 일자리 카뮤니티","치킨보다치타","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","노인부터 장애학생까지, 소외 없는 배움을 위한 맞춤형 교육 콘텐츠 및 솔루션 개발 사업","일상이상","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","상생통로! 도심의 불용지인 사잇 공간(건축물 사이의 통로, 자투리 공간)이 1인 가구, 청소년, 독거노인의 식재료 돌봄 마트가 된다","상생통로","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","7","일반/기술","5일 전","한국사회에서 소외되는 외국인 근로자, 갈 곳 없는 퇴직 중장년, 고독사하는 농촌 노인, 누리터는 이 세 개의 단절된 삶을 기술로 잇는 농촌 인력·복지 운영 플랫폼입니다.","누리터","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=6"
"노인","8","로컬","5일 전","경남 거창·남해 독거노인&치매노인을 위한 AI 기억동행인형","이유빙","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","노인이 스마트폰 게임을 통해 치매를 예방하고 조기 진단할 수 있는 AI 기반 인지훈련 플랫폼","하종현","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","“부산 오지·고령지역을 찾아가는 이동형 노인친화 편의·돌봄 스테이션”","신선한식빵","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","정서적으로 고립되거나 몸이 불편한 65세 이상의 노인들을 위한 이동 목욕 차량 4D 힐링 케어 서비스","박예림i","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","로컬","5일 전","매년 최소 천억 원 규모의 캐리커처 시장. 분산되어 있는 매장·고객·작가를 한곳으로 연결해 노인·청년·장애·지역·취업·임대료의 장벽을 낮추는 원격 기반 캐리커처 문화공간입니다.","무지카툰","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","로컬","5일 전","K푸드‘김’기반 관절/노인질환 개선용 건강 기능식품","고진이","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","로컬","5일 전","지역 대학 외국인 유학생의 한식문화체험프로그램으로 한국 전통음식 김치를 활용한 김치찜만들기와 1:1 지역대학생과의 언어교환 동시진행 그리고 지역 노인과의 김치담그기및 외국현지화","bosombuddy","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","독거노인의 안색·행동·복약을 AI로 분석해 질환을 선제 감지하고 가족 소통으로 정서적 안정과 골든타임을 지키는 AI 미러 서비스","노상용","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","노인 대상 커뮤니티 서비스","상부삼조","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","Yeonio: 노인의 보행과 기립을 도와 낙상을 예방하는 AI 이동 보조 로봇","최박사","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","상처보호용 밴드 가격으로 사회적 약자(노인, 영유아어린이, 장애인 등)의 낙상 & 부딪힘 상태표시를 해주는 ‘쿵패치","움직이는아이디어","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","8","일반/기술","5일 전","AI 독거노인 생활 이상 감지 센서 전기 사용량·움직임·생활패턴을 분석해 이상 징후 발생 시 보호자·복지기관에 자동 알림을 보내는 서비스","김의재","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=7"
"노인","9","일반/기술","5일 전","노인의 구강건조와 치면세균막 관리를 동시에 돕는 버블형 치면착색제","지수에요","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","노인과 청소년의 돌봄 관리 시스템","박제훈","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","청소년과 노인이 함께 다양한 손동작 활동(만들기, 조립, 공예, 요리 보조, 전통놀이 등)을 수행하며 세대 간 소통과 정서적 교류를 형성하는 체험형 프로그램이다.","박혜경","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","걷기 불편한 노인을 '잘' 걷게하는 모션 닥터 운동솔루션","모션닥터","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","AI 기반 독거노인 돌봄 플랫폼(Dasom-i)","정연아빠","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","로컬","5일 전","집에서 나이 들고 싶은 노인과, 도울 준비가 된 이웃을 실시간으로 연결하는 플랫폼","이웃손","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","노인을 위한 '키오스크 등 IT 기기 사용법 안내' 앱 개발","1인유니콘","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","아이·노인 돌봄 연결 플랫폼","김민지k","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","로컬","5일 전","“뙤약볕 아래 노인 일자리를, 이제는 스마트폰 앞으로”","예반","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","노인 고독사 예방을 위한 반려 식물 챗봇 플랫폼 'GALEM'","하미르","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","로컬","5일 전","잠자는 공간+쉬는 손+제철 농산물 등 지역의 세가지 자원을 느슨하게 연결하여 퇴직자, 장애인, 노인에게 일자리를, 이웃에게 건강한 제철 반찬을 잇는 '온결협동조합'","느슨한연대","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","9","일반/기술","5일 전","치매노인을 위한 위치 추적 목걸이","사브9_3","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=8"
"노인","10","로컬","5일 전","보디빌딩 컨디셔닝 샵 or 로봇 ai를 이용한 노인 재활샵","김성우기","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","3D프린터와 스마트몰드를 이용하여 노인을 위한 물성을 제어한 케어식","leo0901","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","독거노인(1인가구) 골든타임 이내 구조를 위한 댁내 신속 진입 시스템","최인주","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","AI를 활용한 독거노인 말벗과 복약 알림 서비스","최지윤_","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","노인분들의 생활필수품 및 의료용품 구매를 보조하는 시니어 쇼핑 도우미 AI","minnijuni","2","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","독거노인의 복약 상태를 자동 음성전화로 확인하고 보호자에게 전달하는 실버 케어 서비스","할아범탱","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
"노인","10","일반/기술","6일 전","독거노인ai케어시스템","조선의밥버거","1","https://www.modoo.or.kr/idea/list?keyword=%EB%85%B8%EC%9D%B8&page=9"
